"inspection_id","establishment_name","address","inspection_date.x","establishment_type.y","region","risk_category","inspection_date.y","inspection_time_in","inspector_badge_number","inspector_comments","year.y","lat","long","riskLvl","popInfo"
823316,"wok n' roll restaurant","604 h","2016-03-21","restaurant total","nw",3,"2016-03-21","11:10 AM",124,"a 3 day notice was given. if you have any questions, please email me at sharon.cave@dc.gov.",2016,38.899736,-77.019974,"Risk Cat 3","<b> Establishment Name:   </b> wok n' roll restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 604 h nw <br> <b>Inspection Date:   </b> 2016-03-21 <br> <b>Inspection Time:   </b> 11:10 AM <br> <b>Inspector Badge No.:   </b> 124 <br> <br> <b>Inspector Comment:   </b> a 3 day notice was given. if you have any questions, please email me at sharon.cave@dc.gov."
202508,"subway","1500 benning","2014-03-24","restaurant total","ne",3,"2014-03-24","11:05 AM",107,"certfief food manager aleya ferdoust fs#56417 expire 6-7-16. correct critical violation within 5 days and non critical violation within 45 days. if you have any questions, please contact mrs. jacqueline coleman, supervisor on (202)442-5928.",2014,38.900076,-76.983445,"Risk Cat 3","<b> Establishment Name:   </b> subway <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1500 benning ne <br> <b>Inspection Date:   </b> 2014-03-24 <br> <b>Inspection Time:   </b> 11:05 AM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> certfief food manager aleya ferdoust fs#56417 expire 6-7-16. correct critical violation within 5 days and non critical violation within 45 days. if you have any questions, please contact mrs. jacqueline coleman, supervisor on (202)442-5928."
10598,"atrium cafe","1201 i","2010-12-22","restaurant total","nw",3,"2010-12-22","03:05 PM",107,"certified food manager - sangmin jung fs#-36302 expiration date 7-27-11 if you have any questions, please contact area supervisor mr. ronnie taylor on (202)535-2183",2010,38.901332,-77.028075,"Risk Cat 3","<b> Establishment Name:   </b> atrium cafe <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1201 i nw <br> <b>Inspection Date:   </b> 2010-12-22 <br> <b>Inspection Time:   </b> 03:05 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> certified food manager - sangmin jung fs#-36302 expiration date 7-27-11 if you have any questions, please contact area supervisor mr. ronnie taylor on (202)535-2183"
830858,"pret a manger","1825 i","2016-08-05","delicatessen","nw",3,"2016-08-05","11:00 AM",422,"correct item stated within 3-days correct item stated within 14-days",2016,38.90141,-77.042034,"Risk Cat 3","<b> Establishment Name:   </b> pret a manger <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1825 i nw <br> <b>Inspection Date:   </b> 2016-08-05 <br> <b>Inspection Time:   </b> 11:00 AM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> correct item stated within 3-days correct item stated within 14-days"
606438,"dc thai restaurant and bakery","1018 vermont","2014-12-10","restaurant total","nw",3,"2014-12-10","10:30 AM",89,"summary suspension (in order for license to be restored, a re-inspection fee of $100 for normal business hours or $400 non- business hours must be paid and all items bust be abated and approved by the doh) -per r taylor 25 dcmr 2411.1 has been a repeat violation on the last two follow up inspections. this is the third follow up. establishment was informated by supervisor that the hand sink must be installed per 25 dcmr 2411.1 dc cfpm: araya sangchum fs-61724 7/25/2017 if you have any questions, please call area supervisor jacqueline coleman (202)442-5928",2014,38.902778,-77.033698,"Risk Cat 3","<b> Establishment Name:   </b> dc thai restaurant and bakery <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1018 vermont nw <br> <b>Inspection Date:   </b> 2014-12-10 <br> <b>Inspection Time:   </b> 10:30 AM <br> <b>Inspector Badge No.:   </b> 89 <br> <br> <b>Inspector Comment:   </b> summary suspension (in order for license to be restored, a re-inspection fee of $100 for normal business hours or $400 non- business hours must be paid and all items bust be abated and approved by the doh) -per r taylor 25 dcmr 2411.1 has been a repeat violation on the last two follow up inspections. this is the third follow up. establishment was informated by supervisor that the hand sink must be installed per 25 dcmr 2411.1 dc cfpm: araya sangchum fs-61724 7/25/2017 if you have any questions, please call area supervisor jacqueline coleman (202)442-5928"
183543,"la morenita","644 lamont","2013-05-30","restaurant total","nw",3,"2013-05-30","02:33 PM",601,"location not approved to open or to sell food to the public, must contact mr. ronnie taylor for restoration inspection, 202-442-9037.location must remained closed to the public as posted by doh.",2013,38.931232,-77.022144,"Risk Cat 3","<b> Establishment Name:   </b> la morenita <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 644 lamont nw <br> <b>Inspection Date:   </b> 2013-05-30 <br> <b>Inspection Time:   </b> 02:33 PM <br> <b>Inspector Badge No.:   </b> 601 <br> <br> <b>Inspector Comment:   </b> location not approved to open or to sell food to the public, must contact mr. ronnie taylor for restoration inspection, 202-442-9037.location must remained closed to the public as posted by doh."
156203,"dc-3","423 8th","2012-09-27","restaurant total","se",3,"2012-09-27","01:10 PM",603,"correct items stated within 45-days as listed within observations. cfpm: fabian martinez (48548) exp.3/17/14 if you have any questions, please contact area supervisor mrs. jacqueline coleman at (202)442-5928 (main:202-535-2180)",2012,38.88351,-76.995048,"Risk Cat 3","<b> Establishment Name:   </b> dc-3 <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 423 8th se <br> <b>Inspection Date:   </b> 2012-09-27 <br> <b>Inspection Time:   </b> 01:10 PM <br> <b>Inspector Badge No.:   </b> 603 <br> <br> <b>Inspector Comment:   </b> correct items stated within 45-days as listed within observations. cfpm: fabian martinez (48548) exp.3/17/14 if you have any questions, please contact area supervisor mrs. jacqueline coleman at (202)442-5928 (main:202-535-2180)"
192097,"chipotle","1629 connecticut","2013-05-28","restaurant total","nw",3,"2013-05-28","11:15 AM",603,"all 5-day notices abated from previous inspection conducted on 5/16/13. cfpm: sharlett m. bishop (55396) exp.7/23/15. if you have any questions, please contact area supervisor mr. ronnie taylor at (202)442-9037 (main: 202-535-2180).",2013,38.916767,-77.046739,"Risk Cat 3","<b> Establishment Name:   </b> chipotle <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1629 connecticut nw <br> <b>Inspection Date:   </b> 2013-05-28 <br> <b>Inspection Time:   </b> 11:15 AM <br> <b>Inspector Badge No.:   </b> 603 <br> <br> <b>Inspector Comment:   </b> all 5-day notices abated from previous inspection conducted on 5/16/13. cfpm: sharlett m. bishop (55396) exp.7/23/15. if you have any questions, please contact area supervisor mr. ronnie taylor at (202)442-9037 (main: 202-535-2180)."
811413,"hank's oyster bar","633 pennsylvania","2015-06-16","restaurant total","se",3,"2015-06-16","06:00 PM",422,"5-day notice abated from inspection conducted on 06/11/2015 if you have any questions, please call area supervisor mrs. jacqueline coleman at (202) 442-5928",2015,38.88525,-76.997887,"Risk Cat 3","<b> Establishment Name:   </b> hank's oyster bar <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 633 pennsylvania se <br> <b>Inspection Date:   </b> 2015-06-16 <br> <b>Inspection Time:   </b> 06:00 PM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> 5-day notice abated from inspection conducted on 06/11/2015 if you have any questions, please call area supervisor mrs. jacqueline coleman at (202) 442-5928"
179528,"district of pi","908 f","2013-02-20","restaurant total","nw",3,"2013-02-20","01:10 PM",124,"all items abated from previous inspection conducted. if you have any questions, please contact mrs. coleman at (202) 535-2180.",2013,38.897274,-77.024118,"Risk Cat 3","<b> Establishment Name:   </b> district of pi <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 908 f nw <br> <b>Inspection Date:   </b> 2013-02-20 <br> <b>Inspection Time:   </b> 01:10 PM <br> <b>Inspector Badge No.:   </b> 124 <br> <br> <b>Inspector Comment:   </b> all items abated from previous inspection conducted. if you have any questions, please contact mrs. coleman at (202) 535-2180."
838829,"trump international hotel - blt prime","1100 pennslyvania","2017-05-30","restaurant total","nw",3,"2017-05-30","02:05 PM",624,"3-day notice abated from inspection conducted on 05/12/2017",2017,38.894737,-77.027054,"Risk Cat 3","<b> Establishment Name:   </b> trump international hotel - blt prime <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1100 pennslyvania nw <br> <b>Inspection Date:   </b> 2017-05-30 <br> <b>Inspection Time:   </b> 02:05 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> 3-day notice abated from inspection conducted on 05/12/2017"
606616,"bobby van's grill","1201 new york","2014-12-18","restaurant total","nw",3,"2014-12-18","11:05 AM",82,"there was no evidence of pest observed during the inspection. the garbage disposal has been repaired. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037.",2014,38.896609,-77.039461,"Risk Cat 3","<b> Establishment Name:   </b> bobby van's grill <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1201 new york nw <br> <b>Inspection Date:   </b> 2014-12-18 <br> <b>Inspection Time:   </b> 11:05 AM <br> <b>Inspector Badge No.:   </b> 82 <br> <br> <b>Inspector Comment:   </b> there was no evidence of pest observed during the inspection. the garbage disposal has been repaired. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037."
834695,"bibiana restaurant","1100 new york","2017-01-25","restaurant total","nw",3,"2017-01-25","12:45 PM",624,"correct violations with 3days (priority and priority foundation) and 14days (core) if any question, please feel free to contact the area supervisor at food.safey@dc.gov",2017,38.900853,-77.027751,"Risk Cat 3","<b> Establishment Name:   </b> bibiana restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1100 new york nw <br> <b>Inspection Date:   </b> 2017-01-25 <br> <b>Inspection Time:   </b> 12:45 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> correct violations with 3days (priority and priority foundation) and 14days (core) if any question, please feel free to contact the area supervisor at food.safey@dc.gov"
820070,"crisp(n)","1837 1st","2015-11-05","restaurant total","nw",3,"2015-11-05","10:30 AM",54,"notice abated for 1908.1; 1800.1; 300.2; 504.1; 3210.1; 1800.1. no objection to issuance of new restaurant license. please submit questions to the area supervisor at food.safety@dc.gov",2015,38.914969,-77.01208,"Risk Cat 3","<b> Establishment Name:   </b> crisp(n) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1837 1st nw <br> <b>Inspection Date:   </b> 2015-11-05 <br> <b>Inspection Time:   </b> 10:30 AM <br> <b>Inspector Badge No.:   </b> 54 <br> <br> <b>Inspector Comment:   </b> notice abated for 1908.1; 1800.1; 300.2; 504.1; 3210.1; 1800.1. no objection to issuance of new restaurant license. please submit questions to the area supervisor at food.safety@dc.gov"
405970,"glen's garden market","2001 s","2014-11-21","restaurant total","nw",3,"2014-11-21","10:05 AM",82,"certified food safety manager: danielle vogel, fs-53147, expiration date: 8/15/15 last pest service 11/21/14 all items abated during the course of the inspection. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037.",2014,38.91409,-77.044873,"Risk Cat 3","<b> Establishment Name:   </b> glen's garden market <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2001 s nw <br> <b>Inspection Date:   </b> 2014-11-21 <br> <b>Inspection Time:   </b> 10:05 AM <br> <b>Inspector Badge No.:   </b> 82 <br> <br> <b>Inspector Comment:   </b> certified food safety manager: danielle vogel, fs-53147, expiration date: 8/15/15 last pest service 11/21/14 all items abated during the course of the inspection. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037."
835191,"mai thai","3251 prospect","2017-02-10","restaurant total","nw",3,"2017-02-10","03:55 PM",607,"09313 - restaurant license restored. all items abated from inspection conducted 2/8/2017. please submit al questions or inquiries to the area supervisor at food.safety@dc.gov.",2017,38.905899,-77.065377,"Risk Cat 3","<b> Establishment Name:   </b> mai thai <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3251 prospect nw <br> <b>Inspection Date:   </b> 2017-02-10 <br> <b>Inspection Time:   </b> 03:55 PM <br> <b>Inspector Badge No.:   </b> 607 <br> <br> <b>Inspector Comment:   </b> 09313 - restaurant license restored. all items abated from inspection conducted 2/8/2017. please submit al questions or inquiries to the area supervisor at food.safety@dc.gov."
38099,"mcdonald's","75 new york","2011-02-16","restaurant total","ne",3,"2011-02-16","09:28 AM",612,"instruct employees to watch when dispensing water and drinks, to prevent mix-up. for questions call ms. coleman at 202-535-2186.",2011,38.907392,-77.008724,"Risk Cat 3","<b> Establishment Name:   </b> mcdonald's <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 75 new york ne <br> <b>Inspection Date:   </b> 2011-02-16 <br> <b>Inspection Time:   </b> 09:28 AM <br> <b>Inspector Badge No.:   </b> 612 <br> <br> <b>Inspector Comment:   </b> instruct employees to watch when dispensing water and drinks, to prevent mix-up. for questions call ms. coleman at 202-535-2186."
204918,"jam duong style","1726 north capitol","2014-07-11","delicatessen","nw",3,"2014-07-11","12:20 PM",107,"certified food manager janet sweets fs#55866 expire 12-25-15. correct critical violations within 5 days and non critical violations within 45 days.",2014,38.91336,-77.009066,"Risk Cat 3","<b> Establishment Name:   </b> jam duong style <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1726 north capitol nw <br> <b>Inspection Date:   </b> 2014-07-11 <br> <b>Inspection Time:   </b> 12:20 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> certified food manager janet sweets fs#55866 expire 12-25-15. correct critical violations within 5 days and non critical violations within 45 days."
202927,"potbelly sandwich","1275 1st","2014-04-08","restaurant total","ne",3,"2014-04-08","10:30 PM",89,"failure to abate the following violation from inspection dated 4/3/14: 25 dcmr 3210.1(c) pest control: 4/4/14 the following violation from inspection on 4/3/14 is pending: 25 dcmr 2602.1 - work order has been placed establishment must submit a risk control plan. perform all cleaning per pest control operators recommendations to eliminate harborage areas. summary suspension(in order for the license to be restored, a re-inspection fee of $100 for normal business hours or $400 for nonbusiness hours must be paid and all items must be abated and approved by the department of health.) dc cfpm: roxi shryock fs-56995 expiration: 03/13/16 if you have any questions, please contact area supervisor mrs. jacqueline coleman at (202)442-5928.",2014,38.906842,-77.00581,"Risk Cat 3","<b> Establishment Name:   </b> potbelly sandwich <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1275 1st ne <br> <b>Inspection Date:   </b> 2014-04-08 <br> <b>Inspection Time:   </b> 10:30 PM <br> <b>Inspector Badge No.:   </b> 89 <br> <br> <b>Inspector Comment:   </b> failure to abate the following violation from inspection dated 4/3/14: 25 dcmr 3210.1(c) pest control: 4/4/14 the following violation from inspection on 4/3/14 is pending: 25 dcmr 2602.1 - work order has been placed establishment must submit a risk control plan. perform all cleaning per pest control operators recommendations to eliminate harborage areas. summary suspension(in order for the license to be restored, a re-inspection fee of $100 for normal business hours or $400 for nonbusiness hours must be paid and all items must be abated and approved by the department of health.) dc cfpm: roxi shryock fs-56995 expiration: 03/13/16 if you have any questions, please contact area supervisor mrs. jacqueline coleman at (202)442-5928."
844313,"washington dc marriott/wardman park hotel [harry's","2660 woodley","2017-07-13","restaurant total","nw",3,"2017-07-13","12:17 PM",107,"violations cited on 6/16/17 abated. food code500.1,1900.1,2414.1,1005.1,1524.2,3210.1,824.1,2203.1 violations cited on 6/19/17 abated. food codes,1900.1,1007.1,3210.1,1900.3,2900.1",2017,38.925666,-77.054231,"Risk Cat 3","<b> Establishment Name:   </b> washington dc marriott/wardman park hotel [harry's <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2660 woodley nw <br> <b>Inspection Date:   </b> 2017-07-13 <br> <b>Inspection Time:   </b> 12:17 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> violations cited on 6/16/17 abated. food code500.1,1900.1,2414.1,1005.1,1524.2,3210.1,824.1,2203.1 violations cited on 6/19/17 abated. food codes,1900.1,1007.1,3210.1,1900.3,2900.1"
183519,"the wonderland ballroom (n)","1101 kenyon","2013-07-09","restaurant total","nw",3,"2013-07-09","05:15 PM",51,"5 day items abated from inspection conducted 7/2/13. 25 dcmr 1900.1,1107.1,2418,1 and 1500.1 which is on order manager promised to fax invoice order to the office. fax number (202)535-1359. 45 day items not abated from inspection conducted 7/2/13 will be checked later. 25 dcmr  2707.1,3201.1,1902.1,1903.1 and 816.1. if you have any questions,please call area supervisor mr ronnie taylor (202)535-2180.",2013,38.929674,-77.027744,"Risk Cat 3","<b> Establishment Name:   </b> the wonderland ballroom (n) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1101 kenyon nw <br> <b>Inspection Date:   </b> 2013-07-09 <br> <b>Inspection Time:   </b> 05:15 PM <br> <b>Inspector Badge No.:   </b> 51 <br> <br> <b>Inspector Comment:   </b> 5 day items abated from inspection conducted 7/2/13. 25 dcmr 1900.1,1107.1,2418,1 and 1500.1 which is on order manager promised to fax invoice order to the office. fax number (202)535-1359. 45 day items not abated from inspection conducted 7/2/13 will be checked later. 25 dcmr  2707.1,3201.1,1902.1,1903.1 and 816.1. if you have any questions,please call area supervisor mr ronnie taylor (202)535-2180."
820681,"penn quarter sports tavern","639 indiana","2015-12-01","restaurant total","nw",3,"2015-12-01","11:00 AM",82,"correct items within the timeframes stated for each observation.",2015,38.894044,-77.021551,"Risk Cat 3","<b> Establishment Name:   </b> penn quarter sports tavern <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 639 indiana nw <br> <b>Inspection Date:   </b> 2015-12-01 <br> <b>Inspection Time:   </b> 11:00 AM <br> <b>Inspector Badge No.:   </b> 82 <br> <br> <b>Inspector Comment:   </b> correct items within the timeframes stated for each observation."
811783,"dukes grocery","1513 17th","2015-06-30","restaurant total","nw",3,"2015-06-30","12:55 PM",607,"cfpm: sergio romero fs-65397 exp: 5/12/2018 5 and 14 day notices abated from inspection conducted 4/27/2015. correct stated item within 14 calendar days. if you have any questions, contact area supervisor mr. ronnie taylor at (202)442-9037.",2015,38.910331,-77.038563,"Risk Cat 3","<b> Establishment Name:   </b> dukes grocery <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1513 17th nw <br> <b>Inspection Date:   </b> 2015-06-30 <br> <b>Inspection Time:   </b> 12:55 PM <br> <b>Inspector Badge No.:   </b> 607 <br> <br> <b>Inspector Comment:   </b> cfpm: sergio romero fs-65397 exp: 5/12/2018 5 and 14 day notices abated from inspection conducted 4/27/2015. correct stated item within 14 calendar days. if you have any questions, contact area supervisor mr. ronnie taylor at (202)442-9037."
824342,"brookland pint","666 monroe","2016-05-04","restaurant total","ne",3,"2016-05-04","12:35 PM",607,"correct items stated within the timeframes indicated within each observation. please submit all questions/inquiries to area supervisor ms. coleman at food.safety@dc.gov for efficient response.",2016,38.932439,-76.996886,"Risk Cat 3","<b> Establishment Name:   </b> brookland pint <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 666 monroe ne <br> <b>Inspection Date:   </b> 2016-05-04 <br> <b>Inspection Time:   </b> 12:35 PM <br> <b>Inspector Badge No.:   </b> 607 <br> <br> <b>Inspector Comment:   </b> correct items stated within the timeframes indicated within each observation. please submit all questions/inquiries to area supervisor ms. coleman at food.safety@dc.gov for efficient response."
7480,"wok n' roll restaurant","604 h","2010-04-05","restaurant total","nw",3,"2010-04-05","12:00 PM",612,"notice abated. external containers cleaned, overhead vents cleaned - dcmr 1900.1 working containers have correct labeling. - dcmr 803",2010,38.899736,-77.019974,"Risk Cat 3","<b> Establishment Name:   </b> wok n' roll restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 604 h nw <br> <b>Inspection Date:   </b> 2010-04-05 <br> <b>Inspection Time:   </b> 12:00 PM <br> <b>Inspector Badge No.:   </b> 612 <br> <br> <b>Inspector Comment:   </b> notice abated. external containers cleaned, overhead vents cleaned - dcmr 1900.1 working containers have correct labeling. - dcmr 803"
142908,"ardeo + bardeo (n)","3311 connecticut","2012-07-19","restaurant total","nw",3,"2012-07-19","03:25 PM",55,"cfpm - timothy f. galvin - #fs-49778 - expires 12/05/2014 critical items stated were corrected on site non-critical items stated not corrected on site must be corrected within 45-days (09/04/12) if you have any questions, please contact the area supervisor mr. ronnie taylor at (202)442-9037",2012,38.933543,-77.057411,"Risk Cat 3","<b> Establishment Name:   </b> ardeo + bardeo (n) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3311 connecticut nw <br> <b>Inspection Date:   </b> 2012-07-19 <br> <b>Inspection Time:   </b> 03:25 PM <br> <b>Inspector Badge No.:   </b> 55 <br> <br> <b>Inspector Comment:   </b> cfpm - timothy f. galvin - #fs-49778 - expires 12/05/2014 critical items stated were corrected on site non-critical items stated not corrected on site must be corrected within 45-days (09/04/12) if you have any questions, please contact the area supervisor mr. ronnie taylor at (202)442-9037"
102245,"rumors restaurant","1900 m","2011-07-11","restaurant total","nw",3,"2011-07-11","11:40 PM",603,"correct items stated within 5- and 45- days as listed in observations. if you have any questions, please contact area supervisor mr. ronnie taylor at (202)443-9037 (main: 202-535-2180).",2011,38.905656,-77.043449,"Risk Cat 3","<b> Establishment Name:   </b> rumors restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1900 m nw <br> <b>Inspection Date:   </b> 2011-07-11 <br> <b>Inspection Time:   </b> 11:40 PM <br> <b>Inspector Badge No.:   </b> 603 <br> <br> <b>Inspector Comment:   </b> correct items stated within 5- and 45- days as listed in observations. if you have any questions, please contact area supervisor mr. ronnie taylor at (202)443-9037 (main: 202-535-2180)."
606722,"kentucky fried chicken store #y075018","1944 bladensburg","2014-12-24","restaurant total","ne",3,"2014-12-24","12:00 PM",422,"correct items stated within 5 days if you have any questions, please call area  supervisor,  ms. jacqueline coleman  at (202)442-5928",2014,38.916575,-76.973442,"Risk Cat 3","<b> Establishment Name:   </b> kentucky fried chicken store #y075018 <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1944 bladensburg ne <br> <b>Inspection Date:   </b> 2014-12-24 <br> <b>Inspection Time:   </b> 12:00 PM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> correct items stated within 5 days if you have any questions, please call area  supervisor,  ms. jacqueline coleman  at (202)442-5928"
180019,"columbia station (n) (s)","2325 18th","2013-03-28","restaurant total","nw",3,"2013-03-28","06:20 PM",64,"cfh:roma bereket serv safe certification 5day notice abated if you have any questions,please contact area supervisor mr.ronnie taylor at (202)442-9037",2013,38.919933,-77.041702,"Risk Cat 3","<b> Establishment Name:   </b> columbia station (n) (s) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2325 18th nw <br> <b>Inspection Date:   </b> 2013-03-28 <br> <b>Inspection Time:   </b> 06:20 PM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> cfh:roma bereket serv safe certification 5day notice abated if you have any questions,please contact area supervisor mr.ronnie taylor at (202)442-9037"
122730,"steven's sandwich shoppe","1250 i","2012-03-14","restaurant total","nw",3,"2012-03-14","10:35 AM",624,"the business has a written employee's health policy for food-borne illness. no consumer advisory notice printed on the menu or posted,a copy is given to the pic most recent pest control service date: 03/12/2012 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm  0.0 ph, 100.1°f)",2012,38.901253,-77.028759,"Risk Cat 3","<b> Establishment Name:   </b> steven's sandwich shoppe <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1250 i nw <br> <b>Inspection Date:   </b> 2012-03-14 <br> <b>Inspection Time:   </b> 10:35 AM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> the business has a written employee's health policy for food-borne illness. no consumer advisory notice printed on the menu or posted,a copy is given to the pic most recent pest control service date: 03/12/2012 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm  0.0 ph, 100.1°f)"
610690,"the district line restaurant & bar (tdl)","1919 connecticut","2015-03-18","restaurant total","nw",3,"2015-03-18","12:55 PM",29,"correct the items stated within 14- calendar days. recent pest control invoice dated - 02/01/2015. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037",2015,38.916146,-77.046305,"Risk Cat 3","<b> Establishment Name:   </b> the district line restaurant & bar (tdl) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1919 connecticut nw <br> <b>Inspection Date:   </b> 2015-03-18 <br> <b>Inspection Time:   </b> 12:55 PM <br> <b>Inspector Badge No.:   </b> 29 <br> <br> <b>Inspector Comment:   </b> correct the items stated within 14- calendar days. recent pest control invoice dated - 02/01/2015. if you have any questions, please call area supervisor mr. ronnie taylor at 202-442-9037"
183358,"napoleon's (n)","1847 columbia","2013-06-25","restaurant total","nw",3,"2013-06-25","05:30 PM",107,"correct critical violation within 5 days and non critical violations within 45 days. if you have any questions, please contact mr. ronnie taylor, supervisor on (202)442-9037.",2013,38.921197,-77.043724,"Risk Cat 3","<b> Establishment Name:   </b> napoleon's (n) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1847 columbia nw <br> <b>Inspection Date:   </b> 2013-06-25 <br> <b>Inspection Time:   </b> 05:30 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> correct critical violation within 5 days and non critical violations within 45 days. if you have any questions, please contact mr. ronnie taylor, supervisor on (202)442-9037."
153167,"jw marriott banquet kitchen","1331 pennsylvania","2012-04-13","restaurant total","nw",3,"2012-04-13","10:02 AM",59,"kitchen was in compliance with dc code. establishment has an employee health policy. if you have any questions you may contact the area supervisor mrs. coleman at 202-535-2180",2012,38.895655,-77.030828,"Risk Cat 3","<b> Establishment Name:   </b> jw marriott banquet kitchen <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1331 pennsylvania nw <br> <b>Inspection Date:   </b> 2012-04-13 <br> <b>Inspection Time:   </b> 10:02 AM <br> <b>Inspector Badge No.:   </b> 59 <br> <br> <b>Inspector Comment:   </b> kitchen was in compliance with dc code. establishment has an employee health policy. if you have any questions you may contact the area supervisor mrs. coleman at 202-535-2180"
837556,"panamericana grocery","3552 14th","2017-04-14","delicatessen","nw",3,"2017-04-14","01:30 PM",82,"3-days notices and 14-days notices were abated from the inspection conducted on 4/6/2017",2017,38.928804,-77.032612,"Risk Cat 3","<b> Establishment Name:   </b> panamericana grocery <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3552 14th nw <br> <b>Inspection Date:   </b> 2017-04-14 <br> <b>Inspection Time:   </b> 01:30 PM <br> <b>Inspector Badge No.:   </b> 82 <br> <br> <b>Inspector Comment:   </b> 3-days notices and 14-days notices were abated from the inspection conducted on 4/6/2017"
204334,"subway","3504 12th","2014-06-17","restaurant total","ne",3,"2014-06-17","09:40 AM",422,"summary of suspension: in order for the license to be restored a re-inspection fee of $ 100 normal business hours or $ 400 non-business hours must be paid and all items must be abated and approved by doh. if you have any questions, please call area supervisor mrs. jacqueline coleman at (202) 442-5928",2014,38.932573,-76.991074,"Risk Cat 3","<b> Establishment Name:   </b> subway <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3504 12th ne <br> <b>Inspection Date:   </b> 2014-06-17 <br> <b>Inspection Time:   </b> 09:40 AM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> summary of suspension: in order for the license to be restored a re-inspection fee of $ 100 normal business hours or $ 400 non-business hours must be paid and all items must be abated and approved by doh. if you have any questions, please call area supervisor mrs. jacqueline coleman at (202) 442-5928"
